,date,nse_type,name,ltp,change,volume,buy_price,sell_price,buy_qty,sell_qty,Open,Prev Close
0,20-Oct-2021,NIFTY 50,Adani Ports,794.90,0.33,"5,467,049",794.90,0.00,"5,028",0,792.00,792.25
1,20-Oct-2021,NIFTY 50,Asian Paints,"3,169.60",-0.44,"1,205,540","3,169.60",0.00,374,0,"3,190.00","3,183.75"
2,20-Oct-2021,NIFTY 50,Axis Bank,804.80,0.39,"9,023,067",804.80,0.00,637,0,800.60,801.65
3,20-Oct-2021,NIFTY 50,Bajaj Auto,"3,848.65",-1.61,"321,450",0.00,"3,848.65",0,76,"3,903.75","3,911.55"
4,20-Oct-2021,NIFTY 50,Bajaj Finance,"7,761.35",0.28,"1,102,899","7,761.35",0.00,19,0,"7,741.00","7,739.30"
5,20-Oct-2021,NIFTY 50,Bajaj Finserv,"18,603.20",-2.48,"224,798","18,603.20",0.00,4,0,"19,063.00","19,076.55"
6,20-Oct-2021,NIFTY 50,BPCL,441.10,-2.64,"6,543,463",441.10,0.00,"4,643",0,452.00,453.05
7,20-Oct-2021,NIFTY 50,Bharti Airtel,708.45,4.02,"21,217,306",708.45,0.00,"1,803",0,683.40,681.10
8,20-Oct-2021,NIFTY 50,Britannia,"3,762.00",-0.89,"523,002",0.00,0.00,0,0,"3,800.00","3,795.90"
9,20-Oct-2021,NIFTY 50,Cipla,905.90,-0.03,"1,941,581",0.00,905.90,0,623,905.00,906.20
10,20-Oct-2021,NIFTY 50,Coal India,180.50,-2.17,"15,921,230",180.50,0.00,225,0,182.70,184.50
11,20-Oct-2021,NIFTY 50,Divis Labs,"5,116.40",-1.46,"623,004","5,116.40",0.00,95,0,"5,182.10","5,192.10"
12,20-Oct-2021,NIFTY 50,Dr Reddys Labs,"4,753.90",-1.0,"316,097",0.00,"4,753.90",0,305,"4,801.05","4,801.80"
13,20-Oct-2021,NIFTY 50,Eicher Motors,"2,651.20",-1.94,"1,159,620","2,651.20",0.00,30,0,"2,705.00","2,703.70"
14,20-Oct-2021,NIFTY 50,Grasim,"1,692.50",-1.48,"834,655","1,692.50",0.00,5,0,"1,710.10","1,717.90"
15,20-Oct-2021,NIFTY 50,HCL Tech,"1,232.90",0.06,"8,222,562","1,232.90",0.00,"1,836",0,"1,239.00","1,232.10"
16,20-Oct-2021,NIFTY 50,HDFC Bank,"1,673.85",-0.88,"5,454,284","1,673.85",0.00,43,0,"1,689.10","1,688.70"
17,20-Oct-2021,NIFTY 50,HDFC Life,703.40,0.09,"2,606,119",703.40,0.00,"1,008",0,703.40,702.80
18,20-Oct-2021,NIFTY 50,Hero Motocorp,"2,816.00",-2.09,"424,722",0.00,"2,816.00",0,19,"2,863.00","2,876.05"
19,20-Oct-2021,NIFTY 50,Hindalco,512.95,-3.9,"9,440,844",0.00,512.95,0,"10,578",531.00,533.75
20,20-Oct-2021,NIFTY 50,HUL,"2,478.65",-2.68,"4,864,654","2,478.65",0.00,"1,749",0,"2,569.00","2,546.80"
21,20-Oct-2021,NIFTY 50,HDFC,"2,795.10",-0.98,"2,106,814","2,795.10",0.00,85,0,"2,833.00","2,822.90"
22,20-Oct-2021,NIFTY 50,ICICI Bank,745.85,-0.21,"12,762,996",745.85,0.00,"1,118",0,746.75,747.45
23,20-Oct-2021,NIFTY 50,IOC,130.55,-2.43,"10,755,221",130.55,0.00,"13,901",0,133.20,133.80
24,20-Oct-2021,NIFTY 50,IndusInd Bank,"1,201.70",0.64,"2,850,772","1,201.70",0.00,"1,410",0,"1,190.00","1,194.00"
25,20-Oct-2021,NIFTY 50,Infosys,"1,802.35",-1.09,"5,876,115","1,802.35",0.00,526,0,"1,829.40","1,822.15"
26,20-Oct-2021,NIFTY 50,ITC,246.60,0.26,"47,822,165",246.60,0.00,"11,997",0,245.95,245.95
27,20-Oct-2021,NIFTY 50,JSW Steel,685.15,-0.93,"3,256,699",685.15,0.00,"1,229",0,692.00,691.55
28,20-Oct-2021,NIFTY 50,Kotak Mahindra,"2,015.45",-0.98,"1,794,893",0.00,"2,015.45",0,828,"2,042.00","2,035.35"
29,20-Oct-2021,NIFTY 50,Larsen,"1,806.70",-2.13,"3,295,376","1,806.70",0.00,960,0,"1,855.00","1,846.05"
30,20-Oct-2021,NIFTY 50,M&M,899.35,-1.98,"3,551,282",899.35,0.00,250,0,913.00,917.50
31,20-Oct-2021,NIFTY 50,Maruti Suzuki,"7,590.75",-0.85,"488,082","7,590.75",0.00,172,0,"7,615.00","7,655.65"
32,20-Oct-2021,NIFTY 50,Nestle,"19,277.65",-0.47,"217,769",0.00,"19,277.65",0,5,"19,300.00","19,368.45"
33,20-Oct-2021,NIFTY 50,NTPC,146.25,-2.27,"16,129,487",146.25,0.00,"12,824",0,150.65,149.65
34,20-Oct-2021,NIFTY 50,ONGC,154.90,-2.33,"17,118,996",154.90,0.00,"5,680",0,159.25,158.60
35,20-Oct-2021,NIFTY 50,Power Grid Corp,194.35,-2.16,"16,432,451",194.35,0.00,"4,699",0,200.00,198.65
36,20-Oct-2021,NIFTY 50,Reliance,"2,700.40",-1.15,"5,865,926","2,700.40",0.00,"1,538",0,"2,742.75","2,731.85"
37,20-Oct-2021,NIFTY 50,SBI Life Insura,"1,168.75",-2.07,"2,063,277","1,168.75",0.00,341,0,"1,199.00","1,193.45"
38,20-Oct-2021,NIFTY 50,Shree Cements,"27,457.40",-0.86,"36,072","27,457.40",0.00,14,0,"27,699.00","27,696.80"
39,20-Oct-2021,NIFTY 50,SBI,499.90,2.4,"34,080,545",499.90,0.00,"42,835",0,488.80,488.20
40,20-Oct-2021,NIFTY 50,Sun Pharma,814.90,-1.5,"2,089,252",814.90,0.00,12,0,825.05,827.35
41,20-Oct-2021,NIFTY 50,TCS,"3,608.85",-0.7,"2,933,693","3,608.85",0.00,77,0,"3,612.00","3,634.15"
42,20-Oct-2021,NIFTY 50,TATA Cons. Prod,826.95,-1.94,"1,535,158",826.95,0.00,182,0,841.00,843.30
43,20-Oct-2021,NIFTY 50,Tata Motors,486.90,1.04,"55,444,814",486.90,0.00,"76,306",0,481.80,481.90
44,20-Oct-2021,NIFTY 50,Tata Steel,"1,343.30",-1.73,"6,975,774","1,343.30",0.00,"2,509",0,"1,372.00","1,366.90"
45,20-Oct-2021,NIFTY 50,Tech Mahindra,"1,539.30",0.01,"5,159,270","1,539.30",0.00,402,0,"1,544.00","1,539.10"
46,20-Oct-2021,NIFTY 50,Titan Company,"2,411.40",-2.96,"2,868,983","2,411.40",0.00,279,0,"2,487.10","2,484.90"
47,20-Oct-2021,NIFTY 50,UltraTechCement,"7,129.60",-0.56,"703,897","7,129.60",0.00,87,0,"7,100.00","7,170.10"
48,20-Oct-2021,NIFTY 50,UPL,715.90,-2.43,"1,568,362",715.90,0.00,3,0,733.70,733.70
49,20-Oct-2021,NIFTY 50,Wipro,701.95,-1.35,"8,054,391",701.95,0.00,"1,813",0,713.60,711.55
50,20-Oct-2021,NIFTY BANK,AU Small Financ,"1,157.25",-2.12,"541,292",0.00,"1,157.25",0,154,"1,185.00","1,182.35"
51,20-Oct-2021,NIFTY BANK,Axis Bank,804.80,0.39,"9,023,067",804.80,0.00,637,0,800.60,801.65
52,20-Oct-2021,NIFTY BANK,Bandhan Bank,316.60,0.25,"5,166,167",316.60,0.00,49,0,316.00,315.80
53,20-Oct-2021,NIFTY BANK,Federal Bank,94.00,1.24,"20,059,712",94.00,0.00,"9,687",0,92.85,92.85
54,20-Oct-2021,NIFTY BANK,HDFC Bank,"1,673.85",-0.88,"5,454,284","1,673.85",0.00,43,0,"1,689.10","1,688.70"
55,20-Oct-2021,NIFTY BANK,ICICI Bank,745.85,-0.21,"12,762,996",745.85,0.00,"1,118",0,746.75,747.45
56,20-Oct-2021,NIFTY BANK,IDFC First Bank,48.65,0.1,"24,487,806",48.65,0.00,"45,372",0,48.60,48.60
57,20-Oct-2021,NIFTY BANK,IndusInd Bank,"1,201.70",0.64,"2,850,772","1,201.70",0.00,"1,410",0,"1,190.00","1,194.00"
58,20-Oct-2021,NIFTY BANK,Kotak Mahindra,"2,015.45",-0.98,"1,794,893",0.00,"2,015.45",0,828,"2,042.00","2,035.35"
59,20-Oct-2021,NIFTY BANK,PNB,43.10,-2.38,"115,424,264",43.10,0.00,"370,401",0,43.90,44.15
60,20-Oct-2021,NIFTY BANK,RBL Bank,188.95,-0.66,"5,248,726",188.95,0.00,"1,301",0,191.20,190.20
61,20-Oct-2021,NIFTY 50,Adani Ports,794.90,0.33,"5,467,049",794.90,0.00,"5,028",0,792.00,792.25
62,20-Oct-2021,NIFTY 50,Asian Paints,"3,169.60",-0.44,"1,205,540","3,169.60",0.00,374,0,"3,190.00","3,183.75"
63,20-Oct-2021,NIFTY 50,Axis Bank,804.80,0.39,"9,023,067",804.80,0.00,637,0,800.60,801.65
64,20-Oct-2021,NIFTY 50,Bajaj Auto,"3,848.65",-1.61,"321,450",0.00,"3,848.65",0,76,"3,903.75","3,911.55"
65,20-Oct-2021,NIFTY 50,Bajaj Finance,"7,761.35",0.28,"1,102,899","7,761.35",0.00,19,0,"7,741.00","7,739.30"
66,20-Oct-2021,NIFTY 50,Bajaj Finserv,"18,603.20",-2.48,"224,798","18,603.20",0.00,4,0,"19,063.00","19,076.55"
67,20-Oct-2021,NIFTY 50,BPCL,441.10,-2.64,"6,543,463",441.10,0.00,"4,643",0,452.00,453.05
68,20-Oct-2021,NIFTY 50,Bharti Airtel,708.45,4.02,"21,217,306",708.45,0.00,"1,803",0,683.40,681.10
69,20-Oct-2021,NIFTY 50,Britannia,"3,762.00",-0.89,"523,002",0.00,0.00,0,0,"3,800.00","3,795.90"
70,20-Oct-2021,NIFTY 50,Cipla,905.90,-0.03,"1,941,581",0.00,905.90,0,623,905.00,906.20
71,20-Oct-2021,NIFTY 50,Coal India,180.50,-2.17,"15,921,230",180.50,0.00,225,0,182.70,184.50
72,20-Oct-2021,NIFTY 50,Divis Labs,"5,116.40",-1.46,"623,004","5,116.40",0.00,95,0,"5,182.10","5,192.10"
73,20-Oct-2021,NIFTY 50,Dr Reddys Labs,"4,753.90",-1.0,"316,097",0.00,"4,753.90",0,305,"4,801.05","4,801.80"
74,20-Oct-2021,NIFTY 50,Eicher Motors,"2,651.20",-1.94,"1,159,620","2,651.20",0.00,30,0,"2,705.00","2,703.70"
75,20-Oct-2021,NIFTY 50,Grasim,"1,692.50",-1.48,"834,655","1,692.50",0.00,5,0,"1,710.10","1,717.90"
76,20-Oct-2021,NIFTY 50,HCL Tech,"1,232.90",0.06,"8,222,562","1,232.90",0.00,"1,836",0,"1,239.00","1,232.10"
77,20-Oct-2021,NIFTY 50,HDFC Bank,"1,673.85",-0.88,"5,454,284","1,673.85",0.00,43,0,"1,689.10","1,688.70"
78,20-Oct-2021,NIFTY 50,HDFC Life,703.40,0.09,"2,606,119",703.40,0.00,"1,008",0,703.40,702.80
79,20-Oct-2021,NIFTY 50,Hero Motocorp,"2,816.00",-2.09,"424,722",0.00,"2,816.00",0,19,"2,863.00","2,876.05"
80,20-Oct-2021,NIFTY 50,Hindalco,512.95,-3.9,"9,440,844",0.00,512.95,0,"10,578",531.00,533.75
81,20-Oct-2021,NIFTY 50,HUL,"2,478.65",-2.68,"4,864,654","2,478.65",0.00,"1,749",0,"2,569.00","2,546.80"
82,20-Oct-2021,NIFTY 50,HDFC,"2,795.10",-0.98,"2,106,814","2,795.10",0.00,85,0,"2,833.00","2,822.90"
83,20-Oct-2021,NIFTY 50,ICICI Bank,745.85,-0.21,"12,762,996",745.85,0.00,"1,118",0,746.75,747.45
84,20-Oct-2021,NIFTY 50,IOC,130.55,-2.43,"10,755,221",130.55,0.00,"13,901",0,133.20,133.80
85,20-Oct-2021,NIFTY 50,IndusInd Bank,"1,201.70",0.64,"2,850,772","1,201.70",0.00,"1,410",0,"1,190.00","1,194.00"
86,20-Oct-2021,NIFTY 50,Infosys,"1,802.35",-1.09,"5,876,115","1,802.35",0.00,526,0,"1,829.40","1,822.15"
87,20-Oct-2021,NIFTY 50,ITC,246.60,0.26,"47,822,165",246.60,0.00,"11,997",0,245.95,245.95
88,20-Oct-2021,NIFTY 50,JSW Steel,685.15,-0.93,"3,256,699",685.15,0.00,"1,229",0,692.00,691.55
89,20-Oct-2021,NIFTY 50,Kotak Mahindra,"2,015.45",-0.98,"1,794,893",0.00,"2,015.45",0,828,"2,042.00","2,035.35"
90,20-Oct-2021,NIFTY 50,Larsen,"1,806.70",-2.13,"3,295,376","1,806.70",0.00,960,0,"1,855.00","1,846.05"
91,20-Oct-2021,NIFTY 50,M&M,899.35,-1.98,"3,551,282",899.35,0.00,250,0,913.00,917.50
92,20-Oct-2021,NIFTY 50,Maruti Suzuki,"7,590.75",-0.85,"488,082","7,590.75",0.00,172,0,"7,615.00","7,655.65"
93,20-Oct-2021,NIFTY 50,Nestle,"19,277.65",-0.47,"217,769",0.00,"19,277.65",0,5,"19,300.00","19,368.45"
94,20-Oct-2021,NIFTY 50,NTPC,146.25,-2.27,"16,129,487",146.25,0.00,"12,824",0,150.65,149.65
95,20-Oct-2021,NIFTY 50,ONGC,154.90,-2.33,"17,118,996",154.90,0.00,"5,680",0,159.25,158.60
96,20-Oct-2021,NIFTY 50,Power Grid Corp,194.35,-2.16,"16,432,451",194.35,0.00,"4,699",0,200.00,198.65
97,20-Oct-2021,NIFTY 50,Reliance,"2,700.40",-1.15,"5,865,926","2,700.40",0.00,"1,538",0,"2,742.75","2,731.85"
98,20-Oct-2021,NIFTY 50,SBI Life Insura,"1,168.75",-2.07,"2,063,277","1,168.75",0.00,341,0,"1,199.00","1,193.45"
99,20-Oct-2021,NIFTY 50,Shree Cements,"27,457.40",-0.86,"36,072","27,457.40",0.00,14,0,"27,699.00","27,696.80"
100,20-Oct-2021,NIFTY 50,SBI,499.90,2.4,"34,080,545",499.90,0.00,"42,835",0,488.80,488.20
101,20-Oct-2021,NIFTY 50,Sun Pharma,814.90,-1.5,"2,089,252",814.90,0.00,12,0,825.05,827.35
102,20-Oct-2021,NIFTY 50,TCS,"3,608.85",-0.7,"2,933,693","3,608.85",0.00,77,0,"3,612.00","3,634.15"
103,20-Oct-2021,NIFTY 50,TATA Cons. Prod,826.95,-1.94,"1,535,158",826.95,0.00,182,0,841.00,843.30
104,20-Oct-2021,NIFTY 50,Tata Motors,486.90,1.04,"55,444,814",486.90,0.00,"76,306",0,481.80,481.90
105,20-Oct-2021,NIFTY 50,Tata Steel,"1,343.30",-1.73,"6,975,774","1,343.30",0.00,"2,509",0,"1,372.00","1,366.90"
106,20-Oct-2021,NIFTY 50,Tech Mahindra,"1,539.30",0.01,"5,159,270","1,539.30",0.00,402,0,"1,544.00","1,539.10"
107,20-Oct-2021,NIFTY 50,Titan Company,"2,411.40",-2.96,"2,868,983","2,411.40",0.00,279,0,"2,487.10","2,484.90"
108,20-Oct-2021,NIFTY 50,UltraTechCement,"7,129.60",-0.56,"703,897","7,129.60",0.00,87,0,"7,100.00","7,170.10"
109,20-Oct-2021,NIFTY 50,UPL,715.90,-2.43,"1,568,362",715.90,0.00,3,0,733.70,733.70
110,20-Oct-2021,NIFTY 50,Wipro,701.95,-1.35,"8,054,391",701.95,0.00,"1,813",0,713.60,711.55
111,20-Oct-2021,NIFTY BANK,AU Small Financ,"1,157.25",-2.12,"541,292",0.00,"1,157.25",0,154,"1,185.00","1,182.35"
112,20-Oct-2021,NIFTY BANK,Axis Bank,804.80,0.39,"9,023,067",804.80,0.00,637,0,800.60,801.65
113,20-Oct-2021,NIFTY BANK,Bandhan Bank,316.60,0.25,"5,166,167",316.60,0.00,49,0,316.00,315.80
114,20-Oct-2021,NIFTY BANK,Federal Bank,94.00,1.24,"20,059,712",94.00,0.00,"9,687",0,92.85,92.85
115,20-Oct-2021,NIFTY BANK,HDFC Bank,"1,673.85",-0.88,"5,454,284","1,673.85",0.00,43,0,"1,689.10","1,688.70"
116,20-Oct-2021,NIFTY BANK,ICICI Bank,745.85,-0.21,"12,762,996",745.85,0.00,"1,118",0,746.75,747.45
117,20-Oct-2021,NIFTY BANK,IDFC First Bank,48.65,0.1,"24,487,806",48.65,0.00,"45,372",0,48.60,48.60
118,20-Oct-2021,NIFTY BANK,IndusInd Bank,"1,201.70",0.64,"2,850,772","1,201.70",0.00,"1,410",0,"1,190.00","1,194.00"
119,20-Oct-2021,NIFTY BANK,Kotak Mahindra,"2,015.45",-0.98,"1,794,893",0.00,"2,015.45",0,828,"2,042.00","2,035.35"
120,20-Oct-2021,NIFTY BANK,PNB,43.10,-2.38,"115,424,264",43.10,0.00,"370,401",0,43.90,44.15
121,20-Oct-2021,NIFTY BANK,RBL Bank,188.95,-0.66,"5,248,726",188.95,0.00,"1,301",0,191.20,190.20
122,20-Oct-2021,NIFTY BANK,SBI,499.90,2.4,"34,080,545",499.90,0.00,"42,835",0,488.80,488.20
123,20-Oct-2021,NIFTY Midcap 100,Aarti Ind,"1,013.25",-8.07,"3,066,624","1,013.25",0.00,"5,529",0,"1,110.25","1,102.25"
124,20-Oct-2021,NIFTY Midcap 100,Adani Total Gas,"1,403.05",-1.26,"497,982",0.00,0.00,0,0,"1,430.30","1,421.00"
125,20-Oct-2021,NIFTY Midcap 100,AB Capital,103.75,-2.4,"3,034,976",103.75,0.00,7,0,106.80,106.30
126,20-Oct-2021,NIFTY Midcap 100,Aditya Birla F,252.50,-0.84,"3,565,713",0.00,252.50,0,"2,719",254.70,254.65
127,20-Oct-2021,NIFTY Midcap 100,Ajanta Pharma,"2,216.25",2.51,"77,769","2,216.25",0.00,10,0,"2,165.00","2,161.95"
128,20-Oct-2021,NIFTY Midcap 100,Alembic Pharma,776.70,-2.19,"280,780",0.00,776.70,0,335,791.00,794.10
129,20-Oct-2021,NIFTY Midcap 100,Amara Raja Batt,704.05,-0.68,"1,172,582",704.05,0.00,"1,866",0,708.95,708.85
130,20-Oct-2021,NIFTY Midcap 100,Apollo Tyres,225.70,-2.67,"6,163,715",225.70,0.00,"1,530",0,232.30,231.90
131,20-Oct-2021,NIFTY Midcap 100,Ashok Leyland,136.60,-2.18,"17,784,386",136.60,0.00,"2,632",0,139.75,139.65
132,20-Oct-2021,NIFTY Midcap 100,AU Small Financ,"1,157.25",-2.12,"541,292",0.00,"1,157.25",0,154,"1,185.00","1,182.35"
133,20-Oct-2021,NIFTY Midcap 100,Balkrishna Ind,"2,487.20",-3.76,"407,538","2,487.20",0.00,131,0,"2,562.50","2,584.40"
134,20-Oct-2021,NIFTY Midcap 100,Bank of Baroda,92.20,3.19,"76,835,176",92.20,0.00,"417,900",0,89.10,89.35
135,20-Oct-2021,NIFTY Midcap 100,Bank of India,59.60,-1.16,"11,046,290",59.60,0.00,"58,562",0,60.50,60.30
136,20-Oct-2021,NIFTY Midcap 100,Bata India,"2,085.40",-1.58,"1,715,453","2,085.40",0.00,808,0,"2,119.70","2,118.90"
137,20-Oct-2021,NIFTY Midcap 100,Bharat Elec,204.80,-0.99,"5,360,981",204.80,0.00,9,0,206.85,206.85
138,20-Oct-2021,NIFTY Midcap 100,Bharat Forge,774.05,-2.16,"2,743,887",774.05,0.00,"2,447",0,792.00,791.10
139,20-Oct-2021,NIFTY Midcap 100,BHEL,72.90,4.74,"90,667,104",72.90,0.00,"1,411,398",0,69.90,69.60
140,20-Oct-2021,NIFTY Midcap 100,Bombay Burmah,"1,119.35",-0.82,"61,955",0.00,0.00,0,0,"1,134.00","1,128.65"
141,20-Oct-2021,NIFTY Midcap 100,Canara Bank,195.30,2.41,"21,818,788",195.30,0.00,"76,981",0,190.20,190.70
142,20-Oct-2021,NIFTY Midcap 100,Castrol,139.55,-1.76,"674,843",139.55,0.00,"1,483",0,142.45,142.05
143,20-Oct-2021,NIFTY Midcap 100,CESC,93.35,-2.81,"6,530,686",93.35,0.00,"37,180",0,96.05,96.05
144,20-Oct-2021,NIFTY Midcap 100,Chola Invest.,594.80,-2.21,"2,395,624",0.00,594.80,0,39,610.30,608.25
145,20-Oct-2021,NIFTY Midcap 100,City Union Bank,167.90,0.93,"2,145,567",0.00,167.90,0,"1,496",165.70,166.35
146,20-Oct-2021,NIFTY Midcap 100,COFORGE LTD.,"5,820.40",-0.7,"550,669","5,820.40",0.00,531,0,"5,864.70","5,861.40"
147,20-Oct-2021,NIFTY Midcap 100,Container Corp,674.30,1.04,"2,784,461",0.00,674.30,0,737,672.20,667.35
148,20-Oct-2021,NIFTY Midcap 100,Coromandel Int,835.50,-0.67,"659,487",835.50,0.00,2,0,840.00,841.15
149,20-Oct-2021,NIFTY Midcap 100,CG Consumer,454.20,-2.46,"2,265,457",0.00,454.20,0,69,467.80,465.65
150,20-Oct-2021,NIFTY Midcap 100,Cummins,883.15,-2.77,"1,384,833",883.15,0.00,115,0,914.90,908.30
151,20-Oct-2021,NIFTY Midcap 100,Dalmia Bharat,"1,972.10",-3.12,"191,504","1,972.10",0.00,149,0,"2,038.00","2,035.65"
152,20-Oct-2021,NIFTY Midcap 100,Deepak Nitrite,"2,555.10",-12.67,"5,468,580","2,555.10",0.00,"4,935",0,"2,871.00","2,925.90"
153,20-Oct-2021,NIFTY Midcap 100,Dhani Services,217.20,2.31,"5,500,706",217.20,0.00,"508,336",0,212.00,212.30
154,20-Oct-2021,NIFTY Midcap 100,Dixon Technolog,"5,209.35",-8.95,"1,599,280",0.00,"5,209.35",0,253,"5,720.00","5,721.30"
155,20-Oct-2021,NIFTY Midcap 100,Dr Lal PathLab,"3,526.60",-4.61,"212,027","3,526.60",0.00,15,0,"3,700.00","3,697.00"
156,20-Oct-2021,NIFTY Midcap 100,Emami,533.05,-2.01,"475,042",533.05,0.00,"1,336",0,536.10,544.00
157,20-Oct-2021,NIFTY Midcap 100,Endurance Techn,"1,670.55",-2.87,"101,709","1,670.55",0.00,55,0,"1,702.20","1,719.95"
158,20-Oct-2021,NIFTY Midcap 100,Escorts,"1,438.35",-3.23,"1,645,913","1,438.35",0.00,"1,231",0,"1,491.00","1,486.40"
159,20-Oct-2021,NIFTY Midcap 100,Exide Ind,180.40,-1.47,"2,860,193",180.40,0.00,"3,118",0,182.70,183.10
160,20-Oct-2021,NIFTY Midcap 100,Federal Bank,94.00,1.24,"20,059,712",94.00,0.00,"9,687",0,92.85,92.85
161,20-Oct-2021,NIFTY Midcap 100,Fortis Health,254.05,-0.7,"1,737,033",0.00,254.05,0,"12,545",255.75,255.85
162,20-Oct-2021,NIFTY Midcap 100,Glenmark,505.90,-1.89,"913,680",505.90,0.00,"2,554",0,515.65,515.65
163,20-Oct-2021,NIFTY Midcap 100,GMR Infra,41.95,0.48,"22,936,970",41.95,0.00,"4,285",0,42.05,41.75
164,20-Oct-2021,NIFTY Midcap 100,Godrej Agrovet,624.55,-0.9,"51,377",624.55,0.00,41,0,630.25,630.25
165,20-Oct-2021,NIFTY Midcap 100,Godrej Ind,570.40,0.71,"208,352",570.40,0.00,1,0,570.80,566.40
166,20-Oct-2021,NIFTY Midcap 100,Godrej Prop,"2,309.70",-3.37,"1,742,910","2,309.70",0.00,802,0,"2,385.00","2,390.35"
167,20-Oct-2021,NIFTY Midcap 100,Gujarat Gas,633.55,-0.56,"1,834,988",633.55,0.00,165,0,637.20,637.10
168,20-Oct-2021,NIFTY Midcap 100,Guj State Petro,323.90,-0.38,"471,636",323.90,0.00,103,0,323.00,325.15
169,20-Oct-2021,NIFTY Midcap 100,Hindustan Aeron,"1,409.90",-1.41,"1,044,118","1,409.90",0.00,975,0,"1,424.00","1,430.05"
170,20-Oct-2021,NIFTY Midcap 100,Hind Zinc,359.90,-2.55,"1,981,348",359.90,0.00,774,0,369.00,369.30
171,20-Oct-2021,NIFTY Midcap 100,ICICI Securitie,797.15,-2.76,"1,814,316",797.15,0.00,"2,023",0,861.00,819.75
172,20-Oct-2021,NIFTY Midcap 100,IDFC First Bank,48.65,0.1,"24,487,806",48.65,0.00,"45,372",0,48.60,48.60
173,20-Oct-2021,NIFTY Midcap 100,Indiabulls Hsg,246.55,-2.49,"19,573,106",246.55,0.00,"1,901",0,253.45,252.85
174,20-Oct-2021,NIFTY Midcap 100,Indiamart Inter,"8,482.30",-2.3,"186,052",0.00,0.00,0,0,"8,840.00","8,681.70"
175,20-Oct-2021,NIFTY Midcap 100,Indian Hotels,219.40,2.12,"14,827,814",219.40,0.00,"33,112",0,218.00,214.85
176,20-Oct-2021,NIFTY Midcap 100,Ipca Labs,"2,309.20",-1.41,"456,915",0.00,"2,309.20",0,270,"2,335.00","2,342.15"
177,20-Oct-2021,NIFTY Midcap 100,IRCTC,"4,434.35",-18.71,"19,666,785","4,434.35",0.00,"16,962",0,"4,909.40","5,454.85"
178,20-Oct-2021,NIFTY Midcap 100,Jindal Steel,441.20,0.33,"7,341,439",0.00,441.20,0,545,439.75,439.75
179,20-Oct-2021,NIFTY Midcap 100,JSW Energy,376.20,-0.79,"1,776,301",376.20,0.00,325,0,375.00,379.20
180,20-Oct-2021,NIFTY Midcap 100,L&T Finance,91.35,-0.98,"12,848,965",91.35,0.00,"25,631",0,92.75,92.25
181,20-Oct-2021,NIFTY Midcap 100,L&T Technology,"4,953.30",-3.47,"1,934,946","4,953.30",0.00,100,0,"5,374.00","5,131.50"
182,20-Oct-2021,NIFTY Midcap 100,Laurus Labs,599.45,-2.84,"2,364,834",0.00,599.45,0,482,615.00,617.00
183,20-Oct-2021,NIFTY Midcap 100,LIC Housing Fin,435.35,-1.79,"3,303,840",435.35,0.00,766,0,445.00,443.30
184,20-Oct-2021,NIFTY Midcap 100,Mahanagar Gas,"1,043.75",-1.8,"454,915",0.00,"1,043.75",0,202,"1,061.00","1,062.90"
185,20-Oct-2021,NIFTY Midcap 100,M&M Financial,184.50,-2.97,"5,097,569",184.50,0.00,"2,911",0,191.40,190.15
186,20-Oct-2021,NIFTY Midcap 100,Manappuram Fin,195.60,-2.4,"6,424,748",195.60,0.00,48,0,200.40,200.40
187,20-Oct-2021,NIFTY Midcap 100,Max Financial,979.50,-0.15,"2,492,736",979.50,0.00,"2,656",0,981.00,981.00
188,20-Oct-2021,NIFTY Midcap 100,Mindtree,"4,779.95",0.68,"1,868,316","4,779.95",0.00,340,0,"4,779.00","4,747.55"
189,20-Oct-2021,NIFTY Midcap 100,MphasiS,"3,470.15",-2.15,"986,753","3,470.15",0.00,223,0,"3,572.15","3,546.45"
190,20-Oct-2021,NIFTY Midcap 100,Natco Pharma,860.15,-2.48,"206,839",860.15,0.00,725,0,875.00,882.05
191,20-Oct-2021,NIFTY Midcap 100,Navin Fluorine,"3,502.40",-9.33,"1,303,571","3,502.40",0.00,949,0,"3,690.00","3,862.70"
192,20-Oct-2021,NIFTY Midcap 100,Nippon,461.05,0.64,"1,455,498",461.05,0.00,"1,224",0,458.80,458.10
193,20-Oct-2021,NIFTY Midcap 100,Oberoi Realty,882.20,-1.9,"1,373,791",882.20,0.00,65,0,904.80,899.25
194,20-Oct-2021,NIFTY Midcap 100,Oil India,228.35,-2.21,"741,784",228.35,0.00,168,0,232.90,233.50
195,20-Oct-2021,NIFTY Midcap 100,Page Industries,"37,403.15",-3.91,"48,518",0.00,"37,403.15",0,21,"38,499.50","38,924.35"
196,20-Oct-2021,NIFTY Midcap 100,Pfizer,"5,261.70",-0.64,"50,731",0.00,"5,261.70",0,91,"5,300.00","5,295.45"
197,20-Oct-2021,NIFTY Midcap 100,PI Industries,"3,054.85",-6.32,"542,766",0.00,"3,054.85",0,10,"3,235.00","3,260.95"
198,20-Oct-2021,NIFTY Midcap 100,Polycab,"2,294.15",-3.34,"808,017","2,294.15",0.00,871,0,"2,389.90","2,373.45"
199,20-Oct-2021,NIFTY Midcap 100,Power Finance,140.45,-2.57,"8,055,405",140.45,0.00,407,0,144.25,144.15
